column1,name,serving_size,calories,total_fat,cholesterol,sodium,protein,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,threonine,valine,saturated_fatty_acids,fatty_acids_total_trans
417,Rye flour light,100 g,357,1.3g,0,2.00 mg,9.82 g,0.147 g,0.235 g,0.556 g,0.210 g,0.113 g,0.445 g,0.278 g,0.323 g,0.150 g,0.00 mg
418,Spices bay leaf,100 g,313,8.4g,0,23.00 mg,7.61 g,0,0,0,0,0,0,0,0,2.280 g,0.00 mg
419,Spices cardamom,100 g,311,6.7g,0,18.00 mg,10.76 g,0,0,0,0,0,0,0,0,0.680 g,0.00 mg
420,Lemon juice raw,100 g,22,0.2g,0,1.00 mg,0.35 g,0,0,0,0,0,0,0,0,0.040 g,0.00 mg
421,Ginger root raw,100 g,80,0.8g,0,13.00 mg,1.82 g,0.030 g,0.051 g,0.074 g,0.057 g,0.013 g,0.045 g,0.036 g,0.073 g,0.203 g,0.00 mg
422,Fish oil salmon,100 g,902,100g,485mg,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,19.872 g,485.00 mg
423,Fish tuna salad,100 g,187,9.3g,13mg,402.00 mg,16.04 g,0.467 g,0.739 g,1.293 g,1.457 g,0.470 g,0.626 g,0.701 g,0.824 g,1.544 g,13.00 mg
424,Orange peel raw,100 g,97,0.2g,0,3.00 mg,1.50 g,0,0,0,0,0,0,0,0,0.024 g,0.00 mg
425,Blueberries raw,100 g,57,0.3g,0,1.00 mg,0.74 g,0.011 g,0.023 g,0.044 g,0.013 g,0.012 g,0.026 g,0.020 g,0.031 g,0.028 g,0.00 mg
426,Cheese muenster,100 g,368,30g,96mg,628.00 mg,23.41 g,0.829 g,1.145 g,2.260 g,2.139 g,0.569 g,1.240 g,0.888 g,1.482 g,19.113 g,96.00 mg
427,Beet greens raw,100 g,22,0.1g,0,226.00 mg,2.20 g,0.034 g,0.046 g,0.098 g,0.064 g,0.018 g,0.058 g,0.065 g,0.065 g,0.020 g,0.00 mg
428,Cheese cheshire,100 g,387,31g,103mg,700.00 mg,23.37 g,0.821 g,1.451 g,2.238 g,1.945 g,0.612 g,1.231 g,0.832 g,1.560 g,19.475 g,103.00 mg
429,Bagels oat bran,100 g,255,1.2g,0,590.00 mg,10.70 g,0.233 g,0.406 g,0.757 g,0.288 g,0.188 g,0.526 g,0.301 g,0.482 g,0.191 g,0.00 mg
430,Fat beef tallow,100 g,902,100g,109mg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,49.800 g,109.00 mg
431,Clementines raw,100 g,47,0.2g,0,1.00 mg,0.85 g,0,0,0,0,0,0,0,0,0,0
432,Peas raw green,100 g,81,0.4g,0,5.00 mg,5.42 g,0.107 g,0.195 g,0.323 g,0.317 g,0.082 g,0.200 g,0.203 g,0.235 g,0.071 g,0.00 mg
433,Oat bran cooked,100 g,40,0.9g,0,1.00 mg,3.21 g,0.070 g,0.114 g,0.235 g,0.130 g,0.057 g,0.155 g,0.086 g,0.165 g,0.163 g,0.00 mg
434,Pears bosc raw,100 g,67,0.1g,0,1.00 mg,0.36 g,0.001 g,0.011 g,0.018 g,0.016 g,0.002 g,0.010 g,0.011 g,0.016 g,0,0
435,Sugar turbinado,100 g,399,0g,0,0,0.00 g,0,0,0,0,0,0,0,0,0,0
436,Headcheese pork,100 g,157,11g,69mg,941.00 mg,13.83 g,0,0,0,0,0,0,0,0,3.402 g,69.00 mg
437,Ham salad spread,100 g,216,16g,37mg,1075.00 mg,8.68 g,0.350 g,0.403 g,0.725 g,0.772 g,0.228 g,0.354 g,0.409 g,0.448 g,5.049 g,37.00 mg
438,Olive loaf pork,100 g,235,17g,38mg,964.00 mg,11.80 g,0.292 g,0.421 g,0.870 g,0.809 g,0.301 g,0.419 g,0.472 g,0.508 g,5.850 g,38.00 mg
439,Pastrami turkey,100 g,139,6.2g,68mg,1123.00 mg,16.30 g,0.549 g,0.918 g,1.421 g,1.662 g,0.512 g,0.715 g,0.798 g,0.952 g,1.395 g,68.00 mg
440,Cranberries raw,100 g,46,0.1g,0,2.00 mg,0.46 g,0.018 g,0.033 g,0.053 g,0.039 g,0.003 g,0.036 g,0.028 g,0.045 g,0.008 g,0.00 mg
441,POPEYES biscuit,100 g,401,24g,2mg,745.00 mg,6.00 g,0.125 g,0.230 g,0.439 g,0.188 g,0.105 g,0.293 g,0.178 g,0.272 g,11.515 g,2.00 mg
442,Egg dried yolk,100 g,669,59g,2307mg,149.00 mg,33.63 g,0.861 g,1.701 g,2.908 g,2.469 g,0.858 g,1.472 g,1.545 g,1.934 g,20.334 g,2307.00 mg
443,Quinoa uncooked,100 g,368,6.1g,0,5.00 mg,14.12 g,0.407 g,0.504 g,0.840 g,0.766 g,0.309 g,0.593 g,0.421 g,0.594 g,0.706 g,0.00 mg
444,Emu raw oyster,100 g,141,4.9g,81mg,150.00 mg,22.81 g,0.499 g,0.741 g,1.259 g,1.342 g,0.433 g,0.651 g,0.654 g,0.760 g,1.231 g,81.00 mg
445,Rose-apples raw,100 g,25,0.3g,0,0.00 mg,0.60 g,0,0,0,0,0,0,0,0,0,0.00 mg
446,Cheese monterey,100 g,373,30g,89mg,600.00 mg,24.48 g,0.859 g,1.519 g,2.344 g,2.037 g,0.641 g,1.289 g,0.871 g,1.635 g,19.066 g,89.00 mg
447,Fish raw scup,100 g,105,2.7g,52mg,42.00 mg,18.88 g,0.556 g,0.870 g,1.534 g,1.733 g,0.559 g,0.737 g,0.827 g,0.972 g,0.640 g,52.00 mg
448,Cheese cheddar,100 g,404,33g,99mg,653.00 mg,22.87 g,0.547 g,1.206 g,1.939 g,1.025 g,0.547 g,1.074 g,1.044 g,1.404 g,18.867 g,99.00 mg
449,Cheese caraway,100 g,376,29g,93mg,690.00 mg,25.18 g,0.884 g,1.563 g,2.412 g,2.095 g,0.659 g,1.326 g,0.896 g,1.682 g,18.584 g,93.00 mg
450,Oil wheat germ,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,18.800 g,0.00 mg
451,Bread oat bran,100 g,236,4.4g,0,353.00 mg,10.40 g,0.225 g,0.399 g,0.733 g,0.297 g,0.179 g,0.518 g,0.299 g,0.461 g,0.697 g,0.00 mg
452,Watermelon raw,100 g,30,0.2g,0,1.00 mg,0.61 g,0.006 g,0.019 g,0.018 g,0.062 g,0.006 g,0.015 g,0.027 g,0.016 g,0.016 g,0.00 mg
453,Potato pancakes,100 g,268,15g,95mg,764.00 mg,6.08 g,0.141 g,0.280 g,0.442 g,0.389 g,0.137 g,0.300 g,0.240 g,0.369 g,2.496 g,95.00 mg
454,Spinach souffle,100 g,172,13g,118mg,566.00 mg,7.89 g,0.229 g,0.450 g,0.708 g,0.558 g,0.207 g,0.406 g,0.308 g,0.505 g,6.091 g,118.00 mg
455,Bacon meatless,100 g,309,30g,0,1465.00 mg,11.69 g,0.299 g,0.559 g,0.914 g,0.727 g,0.146 g,0.611 g,0.453 g,0.593 g,4.622 g,0.00 mg
456,Rosemary fresh,100 g,131,5.9g,0,26.00 mg,3.31 g,0.066 g,0.136 g,0.249 g,0.143 g,0.047 g,0.169 g,0.136 g,0.165 g,2.838 g,0.00 mg
457,Syrups sorghum,100 g,290,0g,0,8.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
458,Rye flour dark,100 g,325,2.2g,0,2.00 mg,15.91 g,0.233 g,0.353 g,0.857 g,0.338 g,0.199 g,0.646 g,0.490 g,0.498 g,0.269 g,0.00 mg
459,Oil tomatoseed,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,19.700 g,0.00 mg
460,Croutons plain,100 g,407,6.6g,0,698.00 mg,11.90 g,0.255 g,0.456 g,0.832 g,0.278 g,0.211 g,0.586 g,0.337 g,0.514 g,1.510 g,0.00 mg
461,Lemon peel raw,100 g,47,0.3g,0,6.00 mg,1.50 g,0,0,0,0,0,0,0,0,0.039 g,0.00 mg
462,Spices paprika,100 g,282,13g,0,68.00 mg,14.14 g,0.250 g,0.570 g,0.920 g,0.690 g,0.200 g,0.610 g,0.490 g,0.750 g,2.140 g,0.00 mg
463,Nectarines raw,100 g,44,0.3g,0,0.00 mg,1.06 g,0.008 g,0.009 g,0.014 g,0.016 g,0.006 g,0.021 g,0.009 g,0.013 g,0.025 g,0.00 mg
464,Mulberries raw,100 g,43,0.4g,0,10.00 mg,1.44 g,0,0,0,0,0,0,0,0,0.027 g,0.00 mg
465,Lotus root raw,100 g,74,0.1g,0,40.00 mg,2.60 g,0.038 g,0.054 g,0.069 g,0.094 g,0.022 g,0.047 g,0.051 g,0.055 g,0.030 g,0.00 mg
466,Sauce barbecue,100 g,172,0.6g,0,1027.00 mg,0.82 g,0,0,0,0,0,0,0,0,0.045 g,0.00 mg
467,Fish raw spot,100 g,123,4.9g,60mg,29.00 mg,18.51 g,0.545 g,0.853 g,1.505 g,1.700 g,0.548 g,0.723 g,0.812 g,0.954 g,1.450 g,60.00 mg
468,Crabapples raw,100 g,76,0.3g,0,1.00 mg,0.40 g,0.006 g,0.016 g,0.025 g,0.025 g,0.004 g,0.011 g,0.014 g,0.019 g,0.048 g,0.00 mg
469,Breadfruit raw,100 g,103,0.2g,0,2.00 mg,1.07 g,0,0.064 g,0.065 g,0.037 g,0.010 g,0.026 g,0.052 g,0.047 g,0.048 g,0.00 mg
470,Arrowroot flour,100 g,357,0.1g,0,2.00 mg,0.30 g,0.004 g,0.010 g,0.019 g,0.013 g,0.006 g,0.012 g,0.012 g,0.014 g,0.019 g,0.00 mg
471,Pimento canned,100 g,23,0.3g,0,14.00 mg,1.10 g,0.022 g,0.036 g,0.058 g,0.049 g,0.013 g,0.034 g,0.040 g,0.046 g,0.045 g,0.00 mg
472,Tomatillos raw,100 g,32,1g,0,1.00 mg,0.96 g,0,0,0,0,0,0,0,0,0.139 g,0.00 mg
473,Raisins seeded,100 g,296,0.5g,0,28.00 mg,2.52 g,0,0,0,0,0,0,0,0,0.178 g,0.00 mg
474,Bologna turkey,100 g,209,16g,75mg,1071.00 mg,11.42 g,0.341 g,0.569 g,0.890 g,1.019 g,0.318 g,0.457 g,0.498 g,0.596 g,4.355 g,75.00 mg
475,Vanilla extract,100 g,288,0.1g,0,9.00 mg,0.06 g,0,0,0,0,0,0,0,0,0.010 g,0.00 mg
476,Fish raw carp,100 g,127,5.6g,66mg,49.00 mg,17.83 g,0.525 g,0.822 g,1.449 g,1.638 g,0.528 g,0.696 g,0.782 g,0.919 g,1.083 g,66.00 mg
477,Wheat sprouted,100 g,198,1.3g,0,16.00 mg,7.49 g,0.196 g,0.287 g,0.507 g,0.245 g,0.116 g,0.350 g,0.254 g,0.361 g,0.206 g,0.00 mg
478,Fish raw cusk,100 g,87,0.7g,41mg,31.00 mg,18.99 g,0.559 g,0.875 g,1.544 g,1.744 g,0.562 g,0.742 g,0.833 g,0.979 g,0.130 g,41.00 mg
479,Watercress raw,100 g,11,0.1g,0,41.00 mg,2.30 g,0.040 g,0.093 g,0.166 g,0.134 g,0.020 g,0.114 g,0.133 g,0.137 g,0.027 g,0.00 mg
480,Fish raw ling,100 g,87,0.6g,40mg,135.00 mg,18.99 g,0.559 g,0.875 g,1.543 g,1.744 g,0.562 g,0.741 g,0.832 g,0.978 g,0.120 g,40.00 mg
481,Bread cinnamon,100 g,253,5.3g,0,388.00 mg,7.05 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
482,Spices saffron,100 g,310,5.9g,0,148.00 mg,11.43 g,0,0,0,0,0,0,0,0,1.586 g,0.00 mg
483,Lime juice raw,100 g,25,0.1g,0,2.00 mg,0.42 g,0.002 g,0.002 g,0.016 g,0.016 g,0.002 g,0.011 g,0.002 g,0.011 g,0.008 g,0.00 mg
484,Spelt uncooked,100 g,338,2.4g,0,8.00 mg,14.57 g,0.360 g,0.552 g,1.070 g,0.409 g,0.258 g,0.737 g,0.443 g,0.681 g,0.406 g,0.00 mg
485,Cabbage kimchi,100 g,15,0.5g,0,498.00 mg,1.10 g,0,0,0,0,0,0,0,0,0.067 g,0.00 mg
486,Seeds flaxseed,100 g,534,42g,0,30.00 mg,18.29 g,0.472 g,0.896 g,1.235 g,0.862 g,0.370 g,0.957 g,0.766 g,1.072 g,3.663 g,0.00 mg
487,Cheese gruyere,100 g,413,32g,110mg,714.00 mg,29.81 g,1.117 g,1.612 g,3.102 g,2.710 g,0.822 g,1.743 g,1.089 g,2.243 g,18.913 g,110.00 mg
488,Cheese gjetost,100 g,466,30g,94mg,600.00 mg,9.65 g,0.293 g,0.519 g,0.992 g,0.814 g,0.318 g,0.540 g,0.393 g,0.765 g,19.160 g,94.00 mg
489,Cheese fontina,100 g,389,31g,116mg,800.00 mg,25.60 g,0.959 g,1.384 g,2.664 g,2.328 g,0.706 g,1.497 g,0.935 g,1.926 g,19.196 g,116.00 mg
490,Butter salted,100 g,717,81g,215mg,643.00 mg,0.85 g,0.023 g,0.051 g,0.083 g,0.067 g,0.021 g,0.041 g,0.038 g,0.057 g,51.368 g,215.00 mg
491,Oil rice bran,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,19.700 g,0.00 mg
492,Crackers milk,100 g,446,14g,11mg,687.00 mg,7.60 g,0.167 g,0.289 g,0.541 g,0.241 g,0.138 g,0.376 g,0.221 g,0.333 g,2.912 g,11.00 mg
493,Dates medjool,100 g,277,0.2g,0,1.00 mg,1.81 g,0.029 g,0.045 g,0.082 g,0.054 g,0.017 g,0.048 g,0.042 g,0.066 g,0,0
494,Arrowroot raw,100 g,65,0.2g,0,26.00 mg,4.24 g,0,0,0,0,0,0,0,0,0.039 g,0.00 mg
495,Bread oatmeal,100 g,269,4.4g,0,447.00 mg,8.40 g,0.186 g,0.325 g,0.608 g,0.270 g,0.152 g,0.414 g,0.247 g,0.393 g,0.703 g,0.00 mg
496,Bread italian,100 g,271,3.5g,0,550.00 mg,8.80 g,0.188 g,0.333 g,0.614 g,0.197 g,0.156 g,0.433 g,0.245 g,0.376 g,0.000 g,0.00 mg
497,Tamarinds raw,100 g,239,0.6g,0,28.00 mg,2.80 g,0,0,0,0.139 g,0.014 g,0,0,0,0.272 g,0.00 mg
498,Millet puffed,100 g,354,3.4g,0,5.00 mg,13.00 g,0,0,0,0,0,0,0,0,0.670 g,0.00 mg
499,Vinegar cider,100 g,21,0g,0,5.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 mg
500,Scrapple pork,100 g,213,14g,49mg,482.00 mg,8.06 g,0,0,0,0,0,0,0,0,4.732 g,49.00 mg
501,Oil poppyseed,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,13.500 g,0.00 mg
502,Oil grapeseed,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,9.600 g,0.00 mg
503,Longans dried,100 g,286,0.4g,0,48.00 mg,4.90 g,0.045 g,0.097 g,0.202 g,0.172 g,0.049 g,0.112 g,0.128 g,0.217 g,0,0.00 mg
504,Pectin liquid,100 g,11,0g,0,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
505,Pretzels soft,100 g,338,3.1g,0,545.00 mg,8.20 g,0,0,0,0,0,0,0,0,0.695 g,0.00 mg
506,Quinoa cooked,100 g,120,1.9g,0,7.00 mg,4.40 g,0.127 g,0.157 g,0.261 g,0.239 g,0.096 g,0.185 g,0.131 g,0.185 g,0.231 g,0.00 mg
507,Plantains raw,100 g,122,0.4g,0,4.00 mg,1.30 g,0.064 g,0.036 g,0.059 g,0.060 g,0.017 g,0.044 g,0.034 g,0.046 g,0.143 g,0.00 mg
508,Parsley fresh,100 g,36,0.8g,0,56.00 mg,2.97 g,0.061 g,0.118 g,0.204 g,0.181 g,0.042 g,0.145 g,0.122 g,0.172 g,0.132 g,0.00 mg
509,Barley hulled,100 g,354,2.3g,0,12.00 mg,12.48 g,0.281 g,0.456 g,0.848 g,0.465 g,0.240 g,0.700 g,0.424 g,0.612 g,0.482 g,0.00 mg
510,Cheese romano,100 g,387,27g,104mg,1433.00 mg,31.80 g,1.231 g,1.685 g,3.071 g,2.941 g,0.852 g,1.710 g,1.171 g,2.183 g,17.115 g,104.00 mg
511,Dulce de Leche,100 g,315,7.4g,29mg,129.00 mg,6.84 g,0,0,0,0,0,0,0,0,4.534 g,29.00 mg
512,Radicchio raw,100 g,23,0.3g,0,22.00 mg,1.43 g,0.024 g,0.085 g,0.062 g,0.056 g,0.008 g,0.034 g,0.040 g,0.065 g,0.060 g,0.00 mg
513,Bulgur cooked,100 g,83,0.2g,0,5.00 mg,3.08 g,0.071 g,0.114 g,0.208 g,0.085 g,0.048 g,0.145 g,0.089 g,0.139 g,0.042 g,0.00 mg
514,Tempeh cooked,100 g,195,11g,0,14.00 mg,19.91 g,0,0,0,0,0,0,0,0,3.400 g,0
515,Chicken spread,100 g,158,18g,56mg,722.00 mg,18.01 g,0.517 g,0.879 g,1.286 g,1.438 g,0.469 g,0.687 g,0.730 g,0.859 g,3.230 g,56.00 mg
516,Millet cooked,100 g,119,1g,0,2.00 mg,3.51 g,0.075 g,0.148 g,0.446 g,0.067 g,0.070 g,0.185 g,0.113 g,0.184 g,0.172 g,0.00 mg
517,Capers canned,100 g,23,0.9g,0,2348.00 mg,2.36 g,0,0,0,0,0,0,0,0,0.233 g,0.00 mg
518,Sapodilla raw,100 g,83,1.1g,0,12.00 mg,0.44 g,0.016 g,0.015 g,0.024 g,0.039 g,0.003 g,0.013 g,0.012 g,0.016 g,0.194 g,0.00 mg
519,Wild rice raw,100 g,357,1.1g,0,7.00 mg,14.73 g,0.384 g,0.618 g,1.018 g,0.629 g,0.438 g,0.721 g,0.469 g,0.858 g,0.156 g,0.00 mg
520,Arrowhead raw,100 g,99,0.3g,0,22.00 mg,5.33 g,0,0,0,0,0,0,0,0,0,0.00 mg
521,Frog legs raw,100 g,73,0.3g,50mg,58.00 mg,16.40 g,0,0,0,0,0,0,0,0,0.076 g,50.00 mg
522,Jackfruit raw,100 g,95,0.6g,0,2.00 mg,1.72 g,0.034 g,0.069 g,0.103 g,0.069 g,0.034 g,0.052 g,0.086 g,0.086 g,0.195 g,0.00 mg
523,Litchis dried,100 g,277,1.2g,0,3.00 mg,3.80 g,0,0,0,0.187 g,0.042 g,0,0,0,0.270 g,0.00 mg
524,Rutabagas raw,100 g,37,0.2g,0,12.00 mg,1.08 g,0,0,0,0,0,0,0,0,0.027 g,0.00 mg
525,Cornsalad raw,100 g,21,0.4g,0,4.00 mg,2.00 g,0.036 g,0.099 g,0.133 g,0.101 g,0.025 g,0.091 g,0.075 g,0.099 g,0,0.00 mg
526,Strudel apple,100 g,274,11g,6mg,135.00 mg,3.30 g,0.076 g,0.147 g,0.257 g,0.153 g,0.067 g,0.151 g,0.119 g,0.164 g,2.044 g,6.00 mg
527,Oil cupu assu,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,53.200 g,0.00 mg
528,Cherimoya raw,100 g,75,0.7g,0,7.00 mg,1.57 g,0.021 g,0.042 g,0.063 g,0.042 g,0.021 g,0.042 g,0.052 g,0.063 g,0.233 g,0.00 mg
529,Cheese tilsit,100 g,340,26g,102mg,753.00 mg,24.41 g,0.704 g,1.484 g,2.548 g,2.039 g,0.754 g,1.358 g,0.899 g,1.752 g,16.775 g,102.00 mg
530,Asparagus raw,100 g,20,0.1g,0,2.00 mg,2.20 g,0.049 g,0.075 g,0.128 g,0.104 g,0.031 g,0.075 g,0.084 g,0.115 g,0.040 g,0.00 mg
531,Apricots raw,100 g,48,0.4g,0,1.00 mg,1.40 g,0.027 g,0.041 g,0.077 g,0.097 g,0.006 g,0.052 g,0.047 g,0.047 g,0.027 g,0.00 mg
532,Broccoli raw,100 g,34,0.4g,0,33.00 mg,2.82 g,0.059 g,0.079 g,0.129 g,0.135 g,0.038 g,0.117 g,0.088 g,0.125 g,0.039 g,0.00 mg
533,Cheese brick,100 g,371,30g,94mg,560.00 mg,23.24 g,0.823 g,1.137 g,2.244 g,2.124 g,0.565 g,1.231 g,0.882 g,1.472 g,18.764 g,94.00 mg
534,Sugars brown,100 g,380,0g,0,28.00 mg,0.12 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
535,Candied fruit,100 g,322,0.1g,0,98.00 mg,0.34 g,0,0,0,0,0,0,0,0,0.010 g,0.00 mg
536,Bologna beef,100 g,299,26g,57mg,1013.00 mg,10.91 g,0.409 g,0.508 g,0.940 g,1.045 g,0.295 g,0.437 g,0.514 g,0.545 g,10.487 g,57.00 mg
537,Blood sausage,100 g,379,35g,120mg,680.00 mg,14.60 g,0.710 g,0.320 g,1.390 g,1.050 g,0.200 g,0.820 g,0.570 g,1.020 g,13.400 g,120.00 mg
538,Nuts almonds,100 g,579,50g,0,1.00 mg,21.15 g,0.539 g,0.751 g,1.473 g,0.568 g,0.157 g,1.132 g,0.601 g,0.855 g,3.802 g,0.00 mg
539,Shallots raw,100 g,72,0.1g,0,12.00 mg,2.50 g,0.043 g,0.106 g,0.149 g,0.125 g,0.027 g,0.081 g,0.098 g,0.110 g,0.017 g,0.00 mg
540,Couscous dry,100 g,376,0.6g,0,10.00 mg,12.76 g,0.259 g,0.493 g,0.872 g,0.245 g,0.199 g,0.620 g,0.337 g,0.544 g,0.117 g,0.00 mg
541,Candies hard,100 g,394,0.2g,0,38.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
542,Meat extender,100 g,311,3g,0,10.00 mg,41.71 g,1.068 g,1.995 g,3.263 g,2.596 g,0.520 g,2.182 g,1.615 g,2.115 g,0.424 g,0.00 mg
543,Syrups maple,100 g,260,0.1g,0,12.00 mg,0.04 g,0,0,0,0,0,0,0,0,0.007 g,0.00 mg
544,Sorghum grain,100 g,329,3.5g,0,2.00 mg,10.62 g,0.246 g,0.433 g,1.491 g,0.229 g,0.169 g,0.546 g,0.346 g,0.561 g,0.610 g,0.00 mg
545,Oil hazelnut,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,7.400 g,0.00 mg
546,Pepeao dried,100 g,298,0.4g,0,70.00 mg,4.82 g,0,0,0,0,0,0,0,0,0,0.00 mg
547,Purslane raw,100 g,20,0.4g,0,45.00 mg,2.03 g,0,0,0,0,0,0,0,0,0,0.00 mg
548,Radishes raw,100 g,16,0.1g,0,39.00 mg,0.68 g,0.013 g,0.020 g,0.031 g,0.033 g,0.010 g,0.036 g,0.023 g,0.035 g,0.032 g,0.00 mg
549,Rolls french,100 g,277,4.3g,0,574.00 mg,8.60 g,0.188 g,0.336 g,0.608 g,0.231 g,0.153 g,0.422 g,0.255 g,0.380 g,0.962 g,0.00 mg
550,Bagels wheat,100 g,250,1.5g,0,439.00 mg,10.20 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
551,KFC Coleslaw,100 g,144,8.6g,2mg,189.00 mg,0.91 g,0.017 g,0.025 g,0.034 g,0.034 g,0.017 g,0.025 g,0.025 g,0.034 g,1.303 g,2.00 mg
552,Parsnips raw,100 g,75,0.3g,0,10.00 mg,1.20 g,0,0,0,0,0,0,0,0,0.050 g,0.00 mg
553,Sugars maple,100 g,354,0.2g,0,11.00 mg,0.10 g,0,0,0,0,0,0,0,0,0.036 g,0.00 mg
554,Collards raw,100 g,32,0.6g,0,17.00 mg,3.02 g,0.047 g,0.100 g,0.151 g,0.117 g,0.033 g,0.087 g,0.086 g,0.120 g,0.055 g,0.00 mg
555,Rice crackers,100 g,416,5g,0,233.00 mg,10.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
556,Cheese colby,100 g,394,32g,95mg,604.00 mg,23.76 g,0.834 g,1.475 g,2.275 g,1.978 g,0.622 g,1.251 g,0.845 g,1.586 g,20.218 g,95.00 mg
557,Cheese cream,100 g,350,34g,101mg,314.00 mg,6.15 g,0.175 g,0.324 g,0.657 g,0.567 g,0.191 g,0.291 g,0.233 g,0.395 g,20.213 g,101.00 mg
558,Bologna pork,100 g,247,20g,59mg,907.00 mg,15.30 g,0.482 g,0.663 g,1.168 g,1.204 g,0.412 g,0.585 g,0.641 g,0.737 g,6.839 g,59.00 mg
559,Celeriac raw,100 g,42,0.3g,0,100.00 mg,1.50 g,0,0,0,0,0,0,0,0,0.079 g,0.00 mg
560,Kumquats raw,100 g,71,0.9g,0,10.00 mg,1.88 g,0,0,0,0,0,0,0,0,0.103 g,0.00 mg
561,Oat bran raw,100 g,246,7g,0,4.00 mg,17.30 g,0.410 g,0.668 g,1.374 g,0.760 g,0.335 g,0.908 g,0.502 g,0.964 g,1.328 g,0.00 mg
562,Spelt cooked,100 g,127,0.9g,0,5.00 mg,5.50 g,0,0,0,0,0,0,0,0,0,0.00 mg
563,Bread cheese,100 g,408,21g,10mg,750.00 mg,10.42 g,0,0,0,0,0,0,0,0,6.250 g,10.00 mg
564,Bread potato,100 g,266,3.1g,0,375.00 mg,12.50 g,0.143 g,0.268 g,0.440 g,0.311 g,0.112 g,0.285 g,0.224 g,0.305 g,0.000 g,0.00 mg
565,Kohlrabi raw,100 g,27,0.1g,0,20.00 mg,1.70 g,0.019 g,0.078 g,0.067 g,0.056 g,0.013 g,0.039 g,0.049 g,0.050 g,0.013 g,0.00 mg
566,Cheese swiss,100 g,393,31g,93mg,187.00 mg,26.96 g,1.065 g,1.537 g,2.959 g,2.585 g,0.784 g,1.662 g,1.038 g,2.139 g,18.227 g,93.00 mg
567,Cheese gouda,100 g,356,27g,114mg,819.00 mg,24.94 g,1.032 g,1.306 g,2.564 g,2.654 g,0.719 g,1.431 g,0.930 g,1.806 g,17.614 g,114.00 mg
568,Tomato powder,100 g,302,0.4g,0,134.00 mg,12.91 g,0.204 g,0.250 g,0.359 g,0.370 g,0.066 g,0.273 g,0.295 g,0.264 g,0.062 g,0.00 mg
569,Cheese blue,100 g,353,29g,75mg,1146.00 mg,21.40 g,0.758 g,1.124 g,1.919 g,1.852 g,0.584 g,1.087 g,0.785 g,1.556 g,18.669 g,75.00 mg
570,Cheese brie,100 g,334,28g,100mg,629.00 mg,20.75 g,0.716 g,1.015 g,1.929 g,1.851 g,0.592 g,1.158 g,0.751 g,1.340 g,17.410 g,100.00 mg
571,Celtuce raw,100 g,18,0.3g,0,11.00 mg,0.85 g,0.015 g,0.055 g,0.052 g,0.055 g,0.010 g,0.036 g,0.039 g,0.046 g,0,0.00 mg
572,Thyme fresh,100 g,101,1.7g,0,9.00 mg,5.56 g,0,0.285 g,0.262 g,0.126 g,0,0,0.154 g,0.307 g,0.467 g,0.00 mg
573,Basil fresh,100 g,23,0.6g,0,4.00 mg,3.15 g,0.051 g,0.104 g,0.191 g,0.110 g,0.036 g,0.130 g,0.104 g,0.127 g,0.041 g,0.00 mg
574,Rhubarb raw,100 g,21,0.2g,0,4.00 mg,0.90 g,0,0,0,0,0,0,0,0,0.053 g,0.00 mg
575,Nopales raw,100 g,16,0.1g,0,21.00 mg,1.32 g,0.025 g,0.049 g,0.077 g,0.059 g,0.015 g,0.049 g,0.040 g,0.059 g,0.016 g,0.00 mg
